data_path,case_name
../../../data/brats2017_seg/BraTS2017_Training_Data/BRATS_272,BRATS_272
../../../data/brats2017_seg/BraTS2017_Training_Data/BRATS_409,BRATS_409
../../../data/brats2017_seg/BraTS2017_Training_Data/BRATS_395,BRATS_395
../../../data/brats2017_seg/BraTS2017_Training_Data/BRATS_155,BRATS_155
../../../data/brats2017_seg/BraTS2017_Training_Data/BRATS_427,BRATS_427
../../../data/brats2017_seg/BraTS2017_Training_Data/BRATS_023,BRATS_023
../../../data/brats2017_seg/BraTS2017_Training_Data/BRATS_318,BRATS_318
../../../data/brats2017_seg/BraTS2017_Training_Data/BRATS_047,BRATS_047
../../../data/brats2017_seg/BraTS2017_Training_Data/BRATS_032,BRATS_032
../../../data/brats2017_seg/BraTS2017_Training_Data/BRATS_114,BRATS_114
../../../data/brats2017_seg/BraTS2017_Training_Data/BRATS_273,BRATS_273
../../../data/brats2017_seg/BraTS2017_Training_Data/BRATS_312,BRATS_312
../../../data/brats2017_seg/BraTS2017_Training_Data/BRATS_396,BRATS_396
../../../data/brats2017_seg/BraTS2017_Training_Data/BRATS_058,BRATS_058
../../../data/brats2017_seg/BraTS2017_Training_Data/BRATS_287,BRATS_287
../../../data/brats2017_seg/BraTS2017_Training_Data/BRATS_133,BRATS_133
../../../data/brats2017_seg/BraTS2017_Training_Data/BRATS_407,BRATS_407
../../../data/brats2017_seg/BraTS2017_Training_Data/BRATS_025,BRATS_025
../../../data/brats2017_seg/BraTS2017_Training_Data/BRATS_018,BRATS_018
../../../data/brats2017_seg/BraTS2017_Training_Data/BRATS_404,BRATS_404
../../../data/brats2017_seg/BraTS2017_Training_Data/BRATS_067,BRATS_067
../../../data/brats2017_seg/BraTS2017_Training_Data/BRATS_421,BRATS_421
../../../data/brats2017_seg/BraTS2017_Training_Data/BRATS_095,BRATS_095
../../../data/brats2017_seg/BraTS2017_Training_Data/BRATS_174,BRATS_174
../../../data/brats2017_seg/BraTS2017_Training_Data/BRATS_024,BRATS_024
../../../data/brats2017_seg/BraTS2017_Training_Data/BRATS_250,BRATS_250
../../../data/brats2017_seg/BraTS2017_Training_Data/BRATS_451,BRATS_451
../../../data/brats2017_seg/BraTS2017_Training_Data/BRATS_246,BRATS_246
../../../data/brats2017_seg/BraTS2017_Training_Data/BRATS_006,BRATS_006
../../../data/brats2017_seg/BraTS2017_Training_Data/BRATS_117,BRATS_117
../../../data/brats2017_seg/BraTS2017_Training_Data/BRATS_046,BRATS_046
../../../data/brats2017_seg/BraTS2017_Training_Data/BRATS_017,BRATS_017
../../../data/brats2017_seg/BraTS2017_Training_Data/BRATS_448,BRATS_448
../../../data/brats2017_seg/BraTS2017_Training_Data/BRATS_347,BRATS_347
../../../data/brats2017_seg/BraTS2017_Training_Data/BRATS_004,BRATS_004
../../../data/brats2017_seg/BraTS2017_Training_Data/BRATS_204,BRATS_204
../../../data/brats2017_seg/BraTS2017_Training_Data/BRATS_311,BRATS_311
../../../data/brats2017_seg/BraTS2017_Training_Data/BRATS_061,BRATS_061
../../../data/brats2017_seg/BraTS2017_Training_Data/BRATS_405,BRATS_405
../../../data/brats2017_seg/BraTS2017_Training_Data/BRATS_030,BRATS_030
../../../data/brats2017_seg/BraTS2017_Training_Data/BRATS_173,BRATS_173
../../../data/brats2017_seg/BraTS2017_Training_Data/BRATS_156,BRATS_156
../../../data/brats2017_seg/BraTS2017_Training_Data/BRATS_027,BRATS_027
../../../data/brats2017_seg/BraTS2017_Training_Data/BRATS_008,BRATS_008
../../../data/brats2017_seg/BraTS2017_Training_Data/BRATS_441,BRATS_441
../../../data/brats2017_seg/BraTS2017_Training_Data/BRATS_109,BRATS_109
../../../data/brats2017_seg/BraTS2017_Training_Data/BRATS_038,BRATS_038
../../../data/brats2017_seg/BraTS2017_Training_Data/BRATS_119,BRATS_119
../../../data/brats2017_seg/BraTS2017_Training_Data/BRATS_115,BRATS_115
../../../data/brats2017_seg/BraTS2017_Training_Data/BRATS_442,BRATS_442
../../../data/brats2017_seg/BraTS2017_Training_Data/BRATS_315,BRATS_315
../../../data/brats2017_seg/BraTS2017_Training_Data/BRATS_359,BRATS_359
../../../data/brats2017_seg/BraTS2017_Training_Data/BRATS_369,BRATS_369
../../../data/brats2017_seg/BraTS2017_Training_Data/BRATS_254,BRATS_254
../../../data/brats2017_seg/BraTS2017_Training_Data/BRATS_263,BRATS_263
../../../data/brats2017_seg/BraTS2017_Training_Data/BRATS_433,BRATS_433
../../../data/brats2017_seg/BraTS2017_Training_Data/BRATS_142,BRATS_142
../../../data/brats2017_seg/BraTS2017_Training_Data/BRATS_068,BRATS_068
../../../data/brats2017_seg/BraTS2017_Training_Data/BRATS_209,BRATS_209
../../../data/brats2017_seg/BraTS2017_Training_Data/BRATS_169,BRATS_169
../../../data/brats2017_seg/BraTS2017_Training_Data/BRATS_365,BRATS_365
../../../data/brats2017_seg/BraTS2017_Training_Data/BRATS_238,BRATS_238
../../../data/brats2017_seg/BraTS2017_Training_Data/BRATS_305,BRATS_305
../../../data/brats2017_seg/BraTS2017_Training_Data/BRATS_110,BRATS_110
../../../data/brats2017_seg/BraTS2017_Training_Data/BRATS_450,BRATS_450
../../../data/brats2017_seg/BraTS2017_Training_Data/BRATS_146,BRATS_146
../../../data/brats2017_seg/BraTS2017_Training_Data/BRATS_249,BRATS_249
../../../data/brats2017_seg/BraTS2017_Training_Data/BRATS_153,BRATS_153
../../../data/brats2017_seg/BraTS2017_Training_Data/BRATS_205,BRATS_205
../../../data/brats2017_seg/BraTS2017_Training_Data/BRATS_348,BRATS_348
../../../data/brats2017_seg/BraTS2017_Training_Data/BRATS_075,BRATS_075
../../../data/brats2017_seg/BraTS2017_Training_Data/BRATS_300,BRATS_300
../../../data/brats2017_seg/BraTS2017_Training_Data/BRATS_200,BRATS_200
../../../data/brats2017_seg/BraTS2017_Training_Data/BRATS_235,BRATS_235
../../../data/brats2017_seg/BraTS2017_Training_Data/BRATS_120,BRATS_120
../../../data/brats2017_seg/BraTS2017_Training_Data/BRATS_430,BRATS_430
../../../data/brats2017_seg/BraTS2017_Training_Data/BRATS_291,BRATS_291
../../../data/brats2017_seg/BraTS2017_Training_Data/BRATS_343,BRATS_343
../../../data/brats2017_seg/BraTS2017_Training_Data/BRATS_211,BRATS_211
../../../data/brats2017_seg/BraTS2017_Training_Data/BRATS_332,BRATS_332
../../../data/brats2017_seg/BraTS2017_Training_Data/BRATS_423,BRATS_423
../../../data/brats2017_seg/BraTS2017_Training_Data/BRATS_266,BRATS_266
../../../data/brats2017_seg/BraTS2017_Training_Data/BRATS_197,BRATS_197
../../../data/brats2017_seg/BraTS2017_Training_Data/BRATS_140,BRATS_140
../../../data/brats2017_seg/BraTS2017_Training_Data/BRATS_354,BRATS_354
../../../data/brats2017_seg/BraTS2017_Training_Data/BRATS_229,BRATS_229
../../../data/brats2017_seg/BraTS2017_Training_Data/BRATS_278,BRATS_278
../../../data/brats2017_seg/BraTS2017_Training_Data/BRATS_112,BRATS_112
../../../data/brats2017_seg/BraTS2017_Training_Data/BRATS_319,BRATS_319
../../../data/brats2017_seg/BraTS2017_Training_Data/BRATS_007,BRATS_007
../../../data/brats2017_seg/BraTS2017_Training_Data/BRATS_350,BRATS_350
../../../data/brats2017_seg/BraTS2017_Training_Data/BRATS_336,BRATS_336
../../../data/brats2017_seg/BraTS2017_Training_Data/BRATS_159,BRATS_159
../../../data/brats2017_seg/BraTS2017_Training_Data/BRATS_151,BRATS_151
../../../data/brats2017_seg/BraTS2017_Training_Data/BRATS_178,BRATS_178
../../../data/brats2017_seg/BraTS2017_Training_Data/BRATS_383,BRATS_383
../../../data/brats2017_seg/BraTS2017_Training_Data/BRATS_185,BRATS_185
../../../data/brats2017_seg/BraTS2017_Training_Data/BRATS_275,BRATS_275
../../../data/brats2017_seg/BraTS2017_Training_Data/BRATS_011,BRATS_011
../../../data/brats2017_seg/BraTS2017_Training_Data/BRATS_370,BRATS_370
../../../data/brats2017_seg/BraTS2017_Training_Data/BRATS_104,BRATS_104
../../../data/brats2017_seg/BraTS2017_Training_Data/BRATS_082,BRATS_082
../../../data/brats2017_seg/BraTS2017_Training_Data/BRATS_039,BRATS_039
../../../data/brats2017_seg/BraTS2017_Training_Data/BRATS_306,BRATS_306
../../../data/brats2017_seg/BraTS2017_Training_Data/BRATS_168,BRATS_168
../../../data/brats2017_seg/BraTS2017_Training_Data/BRATS_454,BRATS_454
../../../data/brats2017_seg/BraTS2017_Training_Data/BRATS_285,BRATS_285
../../../data/brats2017_seg/BraTS2017_Training_Data/BRATS_199,BRATS_199
../../../data/brats2017_seg/BraTS2017_Training_Data/BRATS_440,BRATS_440
../../../data/brats2017_seg/BraTS2017_Training_Data/BRATS_417,BRATS_417
../../../data/brats2017_seg/BraTS2017_Training_Data/BRATS_438,BRATS_438
../../../data/brats2017_seg/BraTS2017_Training_Data/BRATS_090,BRATS_090
../../../data/brats2017_seg/BraTS2017_Training_Data/BRATS_164,BRATS_164
../../../data/brats2017_seg/BraTS2017_Training_Data/BRATS_382,BRATS_382
../../../data/brats2017_seg/BraTS2017_Training_Data/BRATS_148,BRATS_148
../../../data/brats2017_seg/BraTS2017_Training_Data/BRATS_003,BRATS_003
../../../data/brats2017_seg/BraTS2017_Training_Data/BRATS_093,BRATS_093
../../../data/brats2017_seg/BraTS2017_Training_Data/BRATS_389,BRATS_389
../../../data/brats2017_seg/BraTS2017_Training_Data/BRATS_070,BRATS_070
../../../data/brats2017_seg/BraTS2017_Training_Data/BRATS_358,BRATS_358
../../../data/brats2017_seg/BraTS2017_Training_Data/BRATS_097,BRATS_097
../../../data/brats2017_seg/BraTS2017_Training_Data/BRATS_144,BRATS_144
../../../data/brats2017_seg/BraTS2017_Training_Data/BRATS_240,BRATS_240
../../../data/brats2017_seg/BraTS2017_Training_Data/BRATS_098,BRATS_098
../../../data/brats2017_seg/BraTS2017_Training_Data/BRATS_123,BRATS_123
../../../data/brats2017_seg/BraTS2017_Training_Data/BRATS_184,BRATS_184
../../../data/brats2017_seg/BraTS2017_Training_Data/BRATS_203,BRATS_203
../../../data/brats2017_seg/BraTS2017_Training_Data/BRATS_290,BRATS_290
../../../data/brats2017_seg/BraTS2017_Training_Data/BRATS_341,BRATS_341
../../../data/brats2017_seg/BraTS2017_Training_Data/BRATS_292,BRATS_292
../../../data/brats2017_seg/BraTS2017_Training_Data/BRATS_385,BRATS_385
../../../data/brats2017_seg/BraTS2017_Training_Data/BRATS_471,BRATS_471
../../../data/brats2017_seg/BraTS2017_Training_Data/BRATS_224,BRATS_224
../../../data/brats2017_seg/BraTS2017_Training_Data/BRATS_220,BRATS_220
../../../data/brats2017_seg/BraTS2017_Training_Data/BRATS_130,BRATS_130
../../../data/brats2017_seg/BraTS2017_Training_Data/BRATS_281,BRATS_281
../../../data/brats2017_seg/BraTS2017_Training_Data/BRATS_437,BRATS_437
../../../data/brats2017_seg/BraTS2017_Training_Data/BRATS_366,BRATS_366
../../../data/brats2017_seg/BraTS2017_Training_Data/BRATS_302,BRATS_302
../../../data/brats2017_seg/BraTS2017_Training_Data/BRATS_374,BRATS_374
../../../data/brats2017_seg/BraTS2017_Training_Data/BRATS_435,BRATS_435
../../../data/brats2017_seg/BraTS2017_Training_Data/BRATS_356,BRATS_356
../../../data/brats2017_seg/BraTS2017_Training_Data/BRATS_472,BRATS_472
../../../data/brats2017_seg/BraTS2017_Training_Data/BRATS_113,BRATS_113
../../../data/brats2017_seg/BraTS2017_Training_Data/BRATS_180,BRATS_180
../../../data/brats2017_seg/BraTS2017_Training_Data/BRATS_299,BRATS_299
../../../data/brats2017_seg/BraTS2017_Training_Data/BRATS_330,BRATS_330
../../../data/brats2017_seg/BraTS2017_Training_Data/BRATS_321,BRATS_321
../../../data/brats2017_seg/BraTS2017_Training_Data/BRATS_466,BRATS_466
../../../data/brats2017_seg/BraTS2017_Training_Data/BRATS_482,BRATS_482
../../../data/brats2017_seg/BraTS2017_Training_Data/BRATS_234,BRATS_234
../../../data/brats2017_seg/BraTS2017_Training_Data/BRATS_165,BRATS_165
../../../data/brats2017_seg/BraTS2017_Training_Data/BRATS_198,BRATS_198
../../../data/brats2017_seg/BraTS2017_Training_Data/BRATS_259,BRATS_259
../../../data/brats2017_seg/BraTS2017_Training_Data/BRATS_233,BRATS_233
../../../data/brats2017_seg/BraTS2017_Training_Data/BRATS_116,BRATS_116
../../../data/brats2017_seg/BraTS2017_Training_Data/BRATS_121,BRATS_121
../../../data/brats2017_seg/BraTS2017_Training_Data/BRATS_339,BRATS_339
../../../data/brats2017_seg/BraTS2017_Training_Data/BRATS_225,BRATS_225
../../../data/brats2017_seg/BraTS2017_Training_Data/BRATS_357,BRATS_357
../../../data/brats2017_seg/BraTS2017_Training_Data/BRATS_128,BRATS_128
../../../data/brats2017_seg/BraTS2017_Training_Data/BRATS_401,BRATS_401
../../../data/brats2017_seg/BraTS2017_Training_Data/BRATS_317,BRATS_317
../../../data/brats2017_seg/BraTS2017_Training_Data/BRATS_134,BRATS_134
../../../data/brats2017_seg/BraTS2017_Training_Data/BRATS_353,BRATS_353
../../../data/brats2017_seg/BraTS2017_Training_Data/BRATS_446,BRATS_446
../../../data/brats2017_seg/BraTS2017_Training_Data/BRATS_284,BRATS_284
../../../data/brats2017_seg/BraTS2017_Training_Data/BRATS_086,BRATS_086
../../../data/brats2017_seg/BraTS2017_Training_Data/BRATS_243,BRATS_243
../../../data/brats2017_seg/BraTS2017_Training_Data/BRATS_160,BRATS_160
../../../data/brats2017_seg/BraTS2017_Training_Data/BRATS_013,BRATS_013
../../../data/brats2017_seg/BraTS2017_Training_Data/BRATS_036,BRATS_036
../../../data/brats2017_seg/BraTS2017_Training_Data/BRATS_029,BRATS_029
../../../data/brats2017_seg/BraTS2017_Training_Data/BRATS_171,BRATS_171
../../../data/brats2017_seg/BraTS2017_Training_Data/BRATS_143,BRATS_143
../../../data/brats2017_seg/BraTS2017_Training_Data/BRATS_411,BRATS_411
../../../data/brats2017_seg/BraTS2017_Training_Data/BRATS_333,BRATS_333
../../../data/brats2017_seg/BraTS2017_Training_Data/BRATS_096,BRATS_096
../../../data/brats2017_seg/BraTS2017_Training_Data/BRATS_241,BRATS_241
../../../data/brats2017_seg/BraTS2017_Training_Data/BRATS_362,BRATS_362
../../../data/brats2017_seg/BraTS2017_Training_Data/BRATS_368,BRATS_368
../../../data/brats2017_seg/BraTS2017_Training_Data/BRATS_179,BRATS_179
../../../data/brats2017_seg/BraTS2017_Training_Data/BRATS_042,BRATS_042
../../../data/brats2017_seg/BraTS2017_Training_Data/BRATS_377,BRATS_377
../../../data/brats2017_seg/BraTS2017_Training_Data/BRATS_207,BRATS_207
../../../data/brats2017_seg/BraTS2017_Training_Data/BRATS_283,BRATS_283
../../../data/brats2017_seg/BraTS2017_Training_Data/BRATS_403,BRATS_403
../../../data/brats2017_seg/BraTS2017_Training_Data/BRATS_005,BRATS_005
../../../data/brats2017_seg/BraTS2017_Training_Data/BRATS_257,BRATS_257
../../../data/brats2017_seg/BraTS2017_Training_Data/BRATS_416,BRATS_416
../../../data/brats2017_seg/BraTS2017_Training_Data/BRATS_214,BRATS_214
../../../data/brats2017_seg/BraTS2017_Training_Data/BRATS_099,BRATS_099
../../../data/brats2017_seg/BraTS2017_Training_Data/BRATS_216,BRATS_216
../../../data/brats2017_seg/BraTS2017_Training_Data/BRATS_062,BRATS_062
../../../data/brats2017_seg/BraTS2017_Training_Data/BRATS_048,BRATS_048
../../../data/brats2017_seg/BraTS2017_Training_Data/BRATS_033,BRATS_033
../../../data/brats2017_seg/BraTS2017_Training_Data/BRATS_268,BRATS_268
../../../data/brats2017_seg/BraTS2017_Training_Data/BRATS_328,BRATS_328
../../../data/brats2017_seg/BraTS2017_Training_Data/BRATS_201,BRATS_201
../../../data/brats2017_seg/BraTS2017_Training_Data/BRATS_434,BRATS_434
../../../data/brats2017_seg/BraTS2017_Training_Data/BRATS_379,BRATS_379
../../../data/brats2017_seg/BraTS2017_Training_Data/BRATS_231,BRATS_231
../../../data/brats2017_seg/BraTS2017_Training_Data/BRATS_261,BRATS_261
../../../data/brats2017_seg/BraTS2017_Training_Data/BRATS_163,BRATS_163
../../../data/brats2017_seg/BraTS2017_Training_Data/BRATS_460,BRATS_460
../../../data/brats2017_seg/BraTS2017_Training_Data/BRATS_063,BRATS_063
../../../data/brats2017_seg/BraTS2017_Training_Data/BRATS_136,BRATS_136
../../../data/brats2017_seg/BraTS2017_Training_Data/BRATS_129,BRATS_129
../../../data/brats2017_seg/BraTS2017_Training_Data/BRATS_461,BRATS_461
../../../data/brats2017_seg/BraTS2017_Training_Data/BRATS_009,BRATS_009
../../../data/brats2017_seg/BraTS2017_Training_Data/BRATS_449,BRATS_449
../../../data/brats2017_seg/BraTS2017_Training_Data/BRATS_065,BRATS_065
../../../data/brats2017_seg/BraTS2017_Training_Data/BRATS_301,BRATS_301
../../../data/brats2017_seg/BraTS2017_Training_Data/BRATS_015,BRATS_015
../../../data/brats2017_seg/BraTS2017_Training_Data/BRATS_157,BRATS_157
../../../data/brats2017_seg/BraTS2017_Training_Data/BRATS_041,BRATS_041
../../../data/brats2017_seg/BraTS2017_Training_Data/BRATS_380,BRATS_380
../../../data/brats2017_seg/BraTS2017_Training_Data/BRATS_445,BRATS_445
../../../data/brats2017_seg/BraTS2017_Training_Data/BRATS_393,BRATS_393
../../../data/brats2017_seg/BraTS2017_Training_Data/BRATS_217,BRATS_217
../../../data/brats2017_seg/BraTS2017_Training_Data/BRATS_280,BRATS_280
../../../data/brats2017_seg/BraTS2017_Training_Data/BRATS_422,BRATS_422
../../../data/brats2017_seg/BraTS2017_Training_Data/BRATS_338,BRATS_338
../../../data/brats2017_seg/BraTS2017_Training_Data/BRATS_208,BRATS_208
../../../data/brats2017_seg/BraTS2017_Training_Data/BRATS_296,BRATS_296
../../../data/brats2017_seg/BraTS2017_Training_Data/BRATS_443,BRATS_443
../../../data/brats2017_seg/BraTS2017_Training_Data/BRATS_252,BRATS_252
../../../data/brats2017_seg/BraTS2017_Training_Data/BRATS_473,BRATS_473
../../../data/brats2017_seg/BraTS2017_Training_Data/BRATS_456,BRATS_456
../../../data/brats2017_seg/BraTS2017_Training_Data/BRATS_304,BRATS_304
../../../data/brats2017_seg/BraTS2017_Training_Data/BRATS_351,BRATS_351
../../../data/brats2017_seg/BraTS2017_Training_Data/BRATS_270,BRATS_270
../../../data/brats2017_seg/BraTS2017_Training_Data/BRATS_202,BRATS_202
../../../data/brats2017_seg/BraTS2017_Training_Data/BRATS_162,BRATS_162
../../../data/brats2017_seg/BraTS2017_Training_Data/BRATS_044,BRATS_044
../../../data/brats2017_seg/BraTS2017_Training_Data/BRATS_402,BRATS_402
../../../data/brats2017_seg/BraTS2017_Training_Data/BRATS_191,BRATS_191
../../../data/brats2017_seg/BraTS2017_Training_Data/BRATS_310,BRATS_310
../../../data/brats2017_seg/BraTS2017_Training_Data/BRATS_260,BRATS_260
../../../data/brats2017_seg/BraTS2017_Training_Data/BRATS_106,BRATS_106
../../../data/brats2017_seg/BraTS2017_Training_Data/BRATS_054,BRATS_054
../../../data/brats2017_seg/BraTS2017_Training_Data/BRATS_390,BRATS_390
../../../data/brats2017_seg/BraTS2017_Training_Data/BRATS_002,BRATS_002
../../../data/brats2017_seg/BraTS2017_Training_Data/BRATS_429,BRATS_429
../../../data/brats2017_seg/BraTS2017_Training_Data/BRATS_474,BRATS_474
../../../data/brats2017_seg/BraTS2017_Training_Data/BRATS_050,BRATS_050
../../../data/brats2017_seg/BraTS2017_Training_Data/BRATS_206,BRATS_206
../../../data/brats2017_seg/BraTS2017_Training_Data/BRATS_035,BRATS_035
../../../data/brats2017_seg/BraTS2017_Training_Data/BRATS_264,BRATS_264
../../../data/brats2017_seg/BraTS2017_Training_Data/BRATS_367,BRATS_367
../../../data/brats2017_seg/BraTS2017_Training_Data/BRATS_092,BRATS_092
../../../data/brats2017_seg/BraTS2017_Training_Data/BRATS_340,BRATS_340
../../../data/brats2017_seg/BraTS2017_Training_Data/BRATS_458,BRATS_458
../../../data/brats2017_seg/BraTS2017_Training_Data/BRATS_053,BRATS_053
../../../data/brats2017_seg/BraTS2017_Training_Data/BRATS_346,BRATS_346
../../../data/brats2017_seg/BraTS2017_Training_Data/BRATS_265,BRATS_265
../../../data/brats2017_seg/BraTS2017_Training_Data/BRATS_242,BRATS_242
../../../data/brats2017_seg/BraTS2017_Training_Data/BRATS_014,BRATS_014
../../../data/brats2017_seg/BraTS2017_Training_Data/BRATS_316,BRATS_316
../../../data/brats2017_seg/BraTS2017_Training_Data/BRATS_089,BRATS_089
../../../data/brats2017_seg/BraTS2017_Training_Data/BRATS_274,BRATS_274
../../../data/brats2017_seg/BraTS2017_Training_Data/BRATS_167,BRATS_167
../../../data/brats2017_seg/BraTS2017_Training_Data/BRATS_329,BRATS_329
